file_id,file_name,absolute_path,relative_path,file_type,run_profile,parse_status,output_dir,output_md_exists,output_md_path,error_message,parsed_at,backend,attempts,duration_ms,file_size_bytes,modified_time,source_hash,command
c84afbc25287af103052112957e85f17e3b2a462,附件1-4  上海海洋大学信息学院关于教学督导面向“以学生为中心”及促进教学工作持续改进的补充规定.pdf,/Users/user/毕设/rag-project/data/system_docs/附件1-4  上海海洋大学信息学院关于教学督导面向“以学生为中心”及促进教学工作持续改进的补充规定.pdf,附件1-4  上海海洋大学信息学院关于教学督导面向“以学生为中心”及促进教学工作持续改进的补充规定.pdf,pdf,pipeline,success,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-4_上海海洋大学信息学院关于教学督导面向_以学生为中心_及促进教学工作持续改进的补充规定__c84afbc252,True,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-4_上海海洋大学信息学院关于教学督导面向_以学生为中心_及促进教学工作持续改进的补充规定__c84afbc252/附件1-4  上海海洋大学信息学院关于教学督导面向“以学生为中心”及促进教学工作持续改进的补充规定/auto/附件1-4  上海海洋大学信息学院关于教学督导面向“以学生为中心”及促进教学工作持续改进的补充规定.md,,2026-03-29T09:02:06.390171+00:00,pipeline,1,14416,1643826,2022-06-10T03:25:54+00:00,77220e1f0568665071a9977e8d071bca443d51de,.venv/bin/mineru -p /Users/user/毕设/rag-project/data/system_docs/附件1-4  上海海洋大学信息学院关于教学督导面向“以学生为中心”及促进教学工作持续改进的补充规定.pdf -o /Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-4_上海海洋大学信息学院关于教学督导面向_以学生为中心_及促进教学工作持续改进的补充规定__c84afbc252 -b pipeline
7f6f7b225a825fc3243c9316afa594773db61eb3,附件1-5  上海海洋大学信息学院课程体系合理性评价办法.pdf,/Users/user/毕设/rag-project/data/system_docs/附件1-5  上海海洋大学信息学院课程体系合理性评价办法.pdf,附件1-5  上海海洋大学信息学院课程体系合理性评价办法.pdf,pdf,pipeline,success,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-5_上海海洋大学信息学院课程体系合理性评价办法__7f6f7b225a,True,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-5_上海海洋大学信息学院课程体系合理性评价办法__7f6f7b225a/附件1-5  上海海洋大学信息学院课程体系合理性评价办法/auto/附件1-5  上海海洋大学信息学院课程体系合理性评价办法.md,,2026-03-29T09:02:24.996448+00:00,pipeline,1,18604,3775759,2022-06-09T14:35:10+00:00,efbbc00863c9e565eb694719e6cfe49c4050ac40,.venv/bin/mineru -p /Users/user/毕设/rag-project/data/system_docs/附件1-5  上海海洋大学信息学院课程体系合理性评价办法.pdf -o /Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-5_上海海洋大学信息学院课程体系合理性评价办法__7f6f7b225a -b pipeline
c04f388eca8b9c54dd223e7587e900cc70f7d745,附件1-6 上海海洋大学信息学院教学大纲制定、修订及审查的规定.pdf,/Users/user/毕设/rag-project/data/system_docs/附件1-6 上海海洋大学信息学院教学大纲制定、修订及审查的规定.pdf,附件1-6 上海海洋大学信息学院教学大纲制定、修订及审查的规定.pdf,pdf,pipeline,success,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-6_上海海洋大学信息学院教学大纲制定_修订及审查的规定__c04f388eca,True,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-6_上海海洋大学信息学院教学大纲制定_修订及审查的规定__c04f388eca/附件1-6 上海海洋大学信息学院教学大纲制定、修订及审查的规定/auto/附件1-6 上海海洋大学信息学院教学大纲制定、修订及审查的规定.md,,2026-03-29T09:02:41.531649+00:00,pipeline,1,16533,4866186,2022-06-10T03:25:52+00:00,0b9034364e36f1366d7c85e7c70d14ffed1000e2,.venv/bin/mineru -p /Users/user/毕设/rag-project/data/system_docs/附件1-6 上海海洋大学信息学院教学大纲制定、修订及审查的规定.pdf -o /Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-6_上海海洋大学信息学院教学大纲制定_修订及审查的规定__c04f388eca -b pipeline
f6f87ba14c0c7b8a6b41846f35232bebfa3ad65a,附件1-7 上海海洋大学信息学院课程教学工作基本规范及考核计算办法.pdf,/Users/user/毕设/rag-project/data/system_docs/附件1-7 上海海洋大学信息学院课程教学工作基本规范及考核计算办法.pdf,附件1-7 上海海洋大学信息学院课程教学工作基本规范及考核计算办法.pdf,pdf,pipeline,success,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-7_上海海洋大学信息学院课程教学工作基本规范及考核计算办法__f6f87ba14c,True,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-7_上海海洋大学信息学院课程教学工作基本规范及考核计算办法__f6f87ba14c/附件1-7 上海海洋大学信息学院课程教学工作基本规范及考核计算办法/auto/附件1-7 上海海洋大学信息学院课程教学工作基本规范及考核计算办法.md,,2026-03-29T09:03:06.336174+00:00,pipeline,1,24802,11093800,2022-06-10T05:08:28+00:00,a5e163f91e3c0fe71ab5c9db34ad83b98c79afce,.venv/bin/mineru -p /Users/user/毕设/rag-project/data/system_docs/附件1-7 上海海洋大学信息学院课程教学工作基本规范及考核计算办法.pdf -o /Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-7_上海海洋大学信息学院课程教学工作基本规范及考核计算办法__f6f87ba14c -b pipeline
e786f119e7ac2253a1532f1ba31f1612d1c4c5d0,附件1-8  上海海洋大学学生教学信息员制度实施办法.pdf,/Users/user/毕设/rag-project/data/system_docs/附件1-8  上海海洋大学学生教学信息员制度实施办法.pdf,附件1-8  上海海洋大学学生教学信息员制度实施办法.pdf,pdf,pipeline,success,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-8_上海海洋大学学生教学信息员制度实施办法__e786f119e7,True,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-8_上海海洋大学学生教学信息员制度实施办法__e786f119e7/附件1-8  上海海洋大学学生教学信息员制度实施办法/auto/附件1-8  上海海洋大学学生教学信息员制度实施办法.md,,2026-03-29T09:03:19.805903+00:00,pipeline,1,13468,98123,2022-06-14T04:43:00+00:00,26283e1eed3d7e07fdf9451b72652f2d24de51ac,.venv/bin/mineru -p /Users/user/毕设/rag-project/data/system_docs/附件1-8  上海海洋大学学生教学信息员制度实施办法.pdf -o /Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-8_上海海洋大学学生教学信息员制度实施办法__e786f119e7 -b pipeline
b94577b9e25aa5137e8ab2c136cf9897a6590a1c,附件1-9  信息学院试卷命题及课程目标达成度评价实施细则.pdf,/Users/user/毕设/rag-project/data/system_docs/附件1-9  信息学院试卷命题及课程目标达成度评价实施细则.pdf,附件1-9  信息学院试卷命题及课程目标达成度评价实施细则.pdf,pdf,pipeline,success,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-9_信息学院试卷命题及课程目标达成度评价实施细则__b94577b9e2,True,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-9_信息学院试卷命题及课程目标达成度评价实施细则__b94577b9e2/附件1-9  信息学院试卷命题及课程目标达成度评价实施细则/auto/附件1-9  信息学院试卷命题及课程目标达成度评价实施细则.md,,2026-03-29T09:03:35.315285+00:00,pipeline,1,15507,3561912,2022-06-10T05:06:52+00:00,a1eef2be5103e44525faea4e5cb852390983ccfe,.venv/bin/mineru -p /Users/user/毕设/rag-project/data/system_docs/附件1-9  信息学院试卷命题及课程目标达成度评价实施细则.pdf -o /Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/pipeline/附件1-9_信息学院试卷命题及课程目标达成度评价实施细则__b94577b9e2 -b pipeline
0e3d9ebe07299b02551ad251f1ab6aecd48e016e,大数据-2025级本科生培养方案-v13-724.pdf,/Users/user/毕设/rag-project/data/system_docs/大数据-2025级本科生培养方案-v13-724.pdf,大数据-2025级本科生培养方案-v13-724.pdf,pdf,vlm,success,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/大数据-2025级本科生培养方案-v13-724__0e3d9ebe07,True,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/大数据-2025级本科生培养方案-v13-724__0e3d9ebe07/大数据-2025级本科生培养方案-v13-724/hybrid_auto/大数据-2025级本科生培养方案-v13-724.md,,2026-03-29T09:05:04.455905+00:00,auto,1,89083,675463,2025-12-29T05:11:12+00:00,6a58a35f29bc237dfcd61d9087f747c6bc007daa,.venv/bin/mineru -p /Users/user/毕设/rag-project/data/system_docs/大数据-2025级本科生培养方案-v13-724.pdf -o /Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/大数据-2025级本科生培养方案-v13-724__0e3d9ebe07
bc375c34a61aefba3e8ed3097e5fccc8374ac912,附件1-1  上海海洋大学信息学院本科教学工作委员会工作职责.pdf,/Users/user/毕设/rag-project/data/system_docs/附件1-1  上海海洋大学信息学院本科教学工作委员会工作职责.pdf,附件1-1  上海海洋大学信息学院本科教学工作委员会工作职责.pdf,pdf,vlm,success,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/附件1-1_上海海洋大学信息学院本科教学工作委员会工作职责__bc375c34a6,True,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/附件1-1_上海海洋大学信息学院本科教学工作委员会工作职责__bc375c34a6/附件1-1  上海海洋大学信息学院本科教学工作委员会工作职责/hybrid_auto/附件1-1  上海海洋大学信息学院本科教学工作委员会工作职责.md,,2026-03-29T09:05:18.740831+00:00,auto,1,14283,1526851,2022-06-10T03:25:54+00:00,3b45e50279a9231c3c7e7eb89d903f2c7e2f40a8,.venv/bin/mineru -p /Users/user/毕设/rag-project/data/system_docs/附件1-1  上海海洋大学信息学院本科教学工作委员会工作职责.pdf -o /Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/附件1-1_上海海洋大学信息学院本科教学工作委员会工作职责__bc375c34a6
2f8b91b22dec8ba05b3ad7187b788b27b5a01822,附件1-10 上海海洋大学信息学院课程质量评价办法.pdf,/Users/user/毕设/rag-project/data/system_docs/附件1-10 上海海洋大学信息学院课程质量评价办法.pdf,附件1-10 上海海洋大学信息学院课程质量评价办法.pdf,pdf,vlm,success,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/附件1-10_上海海洋大学信息学院课程质量评价办法__2f8b91b22d,True,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/附件1-10_上海海洋大学信息学院课程质量评价办法__2f8b91b22d/附件1-10 上海海洋大学信息学院课程质量评价办法/hybrid_auto/附件1-10 上海海洋大学信息学院课程质量评价办法.md,,2026-03-29T09:05:54.038876+00:00,auto,1,35296,8036676,2022-06-09T08:48:20+00:00,ffdadf92bc120c308d226a9580b178d9cde660dc,.venv/bin/mineru -p /Users/user/毕设/rag-project/data/system_docs/附件1-10 上海海洋大学信息学院课程质量评价办法.pdf -o /Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/附件1-10_上海海洋大学信息学院课程质量评价办法__2f8b91b22d
a75d517857f311200b840f6d4d2c72a95452efcf,附件1-11 上海海洋大学本科生学籍管理条例.pdf,/Users/user/毕设/rag-project/data/system_docs/附件1-11 上海海洋大学本科生学籍管理条例.pdf,附件1-11 上海海洋大学本科生学籍管理条例.pdf,pdf,vlm,success,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/附件1-11_上海海洋大学本科生学籍管理条例__a75d517857,True,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/附件1-11_上海海洋大学本科生学籍管理条例__a75d517857/附件1-11 上海海洋大学本科生学籍管理条例/hybrid_auto/附件1-11 上海海洋大学本科生学籍管理条例.md,,2026-03-29T09:06:39.817702+00:00,auto,1,45776,188552,2022-06-14T04:42:50+00:00,35baea2bc4584c683565a23b318ca968645fd69d,.venv/bin/mineru -p /Users/user/毕设/rag-project/data/system_docs/附件1-11 上海海洋大学本科生学籍管理条例.pdf -o /Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/附件1-11_上海海洋大学本科生学籍管理条例__a75d517857
f9b6f078ae894781d47b8d6d521e13d8caabfe1f,附件1-12 上海海洋大学学士学位授予工作细则.pdf,/Users/user/毕设/rag-project/data/system_docs/附件1-12 上海海洋大学学士学位授予工作细则.pdf,附件1-12 上海海洋大学学士学位授予工作细则.pdf,pdf,vlm,success,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/附件1-12_上海海洋大学学士学位授予工作细则__f9b6f078ae,True,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/附件1-12_上海海洋大学学士学位授予工作细则__f9b6f078ae/附件1-12 上海海洋大学学士学位授予工作细则/hybrid_auto/附件1-12 上海海洋大学学士学位授予工作细则.md,,2026-03-29T09:06:56.499010+00:00,auto,1,16680,84921,2022-06-14T04:42:52+00:00,a82a6ec1b9aac9509f1de4727c5f62ded2dbd9f8,.venv/bin/mineru -p /Users/user/毕设/rag-project/data/system_docs/附件1-12 上海海洋大学学士学位授予工作细则.pdf -o /Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/附件1-12_上海海洋大学学士学位授予工作细则__f9b6f078ae
354b46dd6f3cc7848377ec6a885d6ddbf4826f06,附件1-13 信息学院关于工程教育认证专业课程目标达成度与毕业要求达成度阈值的通知.pdf,/Users/user/毕设/rag-project/data/system_docs/附件1-13 信息学院关于工程教育认证专业课程目标达成度与毕业要求达成度阈值的通知.pdf,附件1-13 信息学院关于工程教育认证专业课程目标达成度与毕业要求达成度阈值的通知.pdf,pdf,vlm,success,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/附件1-13_信息学院关于工程教育认证专业课程目标达成度与毕业要求达成度阈值的通知__354b46dd6f,True,/Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/附件1-13_信息学院关于工程教育认证专业课程目标达成度与毕业要求达成度阈值的通知__354b46dd6f/附件1-13 信息学院关于工程教育认证专业课程目标达成度与毕业要求达成度阈值的通知/hybrid_auto/附件1-13 信息学院关于工程教育认证专业课程目标达成度与毕业要求达成度阈值的通知.md,,2026-03-29T09:07:07.348897+00:00,auto,1,10848,491168,2022-06-13T12:12:16+00:00,8993371e552c36b53ff46e0986bb04b7e412b799,.venv/bin/mineru -p /Users/user/毕设/rag-project/data/system_docs/附件1-13 信息学院关于工程教育认证专业课程目标达成度与毕业要求达成度阈值的通知.pdf -o /Users/user/毕设/rag-project/experiments/embedding_experiment/parsing/outputs/vlm/附件1-13_信息学院关于工程教育认证专业课程目标达成度与毕业要求达成度阈值的通知__354b46dd6f
